File Type,Files Deleted,Files Created,Files Written,Directories Created,Opened REG keys,DLLs Loaded,Hosts,VirusTotal
6,0,5,5,1,9,42,0,0
3,0,0,0,0,2,7,3,41
2,0,0,0,0,2,4,3,59
6,0,2,2,7,62,21,0,0
3,0,0,0,0,2,7,3,42
0,0,4,4,2,26,17,4,38
3,0,0,0,0,2,7,3,41
2,0,1,1,0,7,27,3,59
2,0,1,0,0,2,21,3,59
6,2,4,1,8,285,17,0,0
2,0,0,0,0,37,24,5,60
6,8,8,9,15,373,76,0,0
6,0,1,1,0,557,8,0,0
6,4,4,5,6,186,67,0,0
6,0,0,0,1,186,16,0,0
6,0,0,0,0,8,7,0,0
6,1,1,1,6,24,26,0,0
5,0,5,4,1,2,9,5,65
4,0,0,0,0,0,0,4,33
6,0,1,1,2,5,4,0,0
4,0,0,0,1,1,1,3,56
6,1,7,6,5,245,26,0,0
5,0,5,4,1,2,12,3,60
6,6,1,0,2,37,46,0,0
6,0,2,0,2,87,28,0,0
6,0,0,0,0,16,9,0,0
6,3,13,10,9,288,28,0,0
6,0,0,0,0,0,0,0,0
6,0,9,9,0,35,9,0,0
6,0,18,18,9,24,21,0,0
6,12,0,0,0,10,6,0,0
6,3,3,2,3,7,3,0,0
6,8,8,9,15,337,74,0,0
6,0,0,0,1,185,15,0,0
6,0,0,0,0,0,0,0,0
6,2,2,2,1,52,52,0,0
2,0,0,0,0,6,17,3,57
1,0,1,0,2,272,13,3,53
2,0,1,0,0,2,19,2,55
6,0,0,0,1,186,16,0,0
0,0,0,0,0,0,1,3,62
2,0,0,0,0,2,17,3,56
6,0,0,0,0,0,2,0,0
1,0,1,0,2,272,13,3,0
5,0,5,4,1,2,12,3,49
3,0,0,0,0,2,5,3,41
3,0,0,0,0,2,7,4,42
6,0,1,1,0,4,6,0,0
3,0,0,0,0,2,7,3,42
5,0,5,4,1,2,9,3,62
0,0,1,1,0,11,25,1,54
1,1,0,0,2,6,8,3,63
3,0,0,0,0,2,7,3,40
6,0,0,0,1,186,16,0,0
1,0,8,5,10,313,47,3,52
3,0,0,0,0,2,7,3,40
6,8,4,5,15,308,74,0,0
6,0,0,0,1,262,12,0,0
4,0,0,0,0,0,0,4,33
6,0,0,0,1,186,16,0,0
6,0,2,0,2,87,28,0,0
3,0,0,0,0,2,7,3,54
6,0,2,2,7,66,22,0,0
6,0,0,0,0,10,6,0,0
6,0,0,0,7,0,0,0,0
6,0,1,0,0,9,11,0,0
6,29,23,20,11,286,23,0,0
5,0,5,4,1,2,12,3,40
3,0,0,0,0,2,7,3,56
2,0,0,0,0,1,18,3,59
6,0,49,51,28,228,70,0,0
6,0,1,1,1,13,37,0,0
6,0,0,0,0,0,0,0,0
5,0,2,1,0,1,8,4,43
6,0,0,0,0,0,0,0,0
6,0,0,0,1,186,16,0,0
6,4,4,5,6,185,67,0,0
0,0,1,1,0,9,22,3,53
6,0,0,0,1,253,23,0,0
6,1,1,0,6,11,9,0,0
2,0,0,0,0,2,23,4,60
6,0,0,0,0,10,6,0,0
6,0,0,0,0,0,1,0,0
6,0,0,0,0,10,6,0,0
6,3,4,4,2,374,47,0,0
6,0,161,161,3,3,4,0,0
0,0,0,0,0,0,1,3,58
6,1,33,33,11,156,36,0,0
1,0,1,0,2,272,13,3,54
3,0,0,0,0,2,7,3,41
5,0,2,1,0,1,8,5,0
6,1,2,1,0,25,18,0,0
2,0,0,0,0,1,21,5,61
6,0,7,5,8,275,20,0,0
6,1,8,10,3,6,33,0,0
5,0,5,4,1,2,12,4,47
6,0,5,5,3,240,32,0,0
6,0,2,2,3,52,30,0,0
6,0,0,0,0,8,3,0,0
6,1,2,2,8,241,55,0,0
0,0,1,1,0,5,16,3,52
1,0,1,0,2,272,13,3,50
6,1,0,0,0,8,9,0,0
2,0,0,0,0,1,20,1,61
6,0,0,0,0,0,0,0,0
6,0,809,809,46,12,11,0,0
6,0,75,73,13,273,14,0,0
1,0,16,14,12,468,18,3,55
2,0,1,1,0,17,24,3,59
2,1,3,1,0,6,16,3,44
2,1,4,1,0,7,22,3,54
4,0,0,0,0,63,8,4,40
3,0,0,0,0,2,7,3,42
1,0,16,14,12,468,18,3,52
6,0,0,0,0,15,4,0,0
6,0,2,2,7,58,21,0,0
2,0,1,0,0,2,23,4,55
6,0,0,0,0,62,19,0,0
6,0,2,2,7,71,34,0,0
4,0,0,0,0,0,0,3,33
6,2,12,10,8,283,23,0,0
6,0,27,27,3,41,27,0,0
1,0,1,0,2,272,13,5,51
4,0,0,0,0,0,0,3,33
6,6,58,60,8,78,51,0,0
2,0,0,0,0,1,19,3,56
6,0,0,0,0,2,4,0,0
1,0,14,12,12,420,18,3,55
6,0,0,0,0,0,1,0,0
6,4,8,7,13,16,12,0,0
6,0,8,7,8,75,35,0,0
2,0,0,0,0,1,24,3,59
6,0,0,0,1,44,24,0,0
6,1,5,4,1,10,6,0,0
3,0,0,0,0,2,7,3,41
2,0,0,0,0,36,21,4,62
3,0,0,0,0,2,7,3,41
6,0,0,0,0,0,5,0,0
1,0,1,0,2,272,13,3,53
6,0,1,0,0,6,9,0,0
1,0,3,4,0,8,5,3,54
6,1,1,0,0,9,8,0,0
2,0,0,0,0,2,22,4,0
2,0,0,0,0,0,3,0,61
6,0,0,1,1,12,11,0,0
3,0,0,0,0,2,7,3,42
3,0,0,0,0,2,7,3,40
1,30,10,11,1,549,8,3,57
6,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0
2,0,1,1,0,11,5,4,54
4,0,0,0,0,0,0,4,41
5,0,5,4,1,2,12,3,43
6,0,0,0,1,186,16,0,0
4,0,3,0,6,6,8,3,33
5,0,8,8,1,11,20,3,63
3,0,0,0,0,2,7,3,40
6,0,0,0,0,18,9,0,0
3,0,0,0,0,2,7,3,41
3,0,0,0,0,2,7,3,41
6,0,1,1,5,33,29,0,0
6,5,9,8,6,16,9,0,0
6,8,8,9,15,371,76,0,0
6,0,0,0,1,186,16,0,0
6,0,1,0,0,37,34,0,0
6,0,32,31,4,11,9,0,0
6,3,3,3,1,52,53,0,0
1,0,15,13,12,468,18,3,56
6,0,0,0,0,0,0,0,0
6,1,2,0,1,0,2,0,0
6,0,1,0,2,280,19,0,0
4,0,0,0,0,1,2,4,45
1,0,1,0,2,272,13,4,54
0,0,0,0,0,8,25,1,54
6,3,45,44,6,45,22,0,0
6,1,1,0,0,12,8,0,0
6,0,0,0,0,254,46,0,0
0,1,0,0,0,9,17,4,55
2,0,9,7,8,272,13,3,56
3,0,0,0,0,2,7,3,41
6,0,1,1,3,31,9,0,0
5,0,5,4,1,2,12,3,39
0,0,0,0,0,8,17,0,55
6,0,0,0,0,4,6,0,0
6,0,0,0,0,2,1,0,0
6,0,2,0,2,86,28,0,0
6,0,0,0,0,6,5,0,0
3,0,0,0,0,2,7,3,43
1,1,14,12,12,468,18,3,54
2,0,0,0,0,9,20,3,57
6,8,8,9,15,364,74,0,0
6,0,0,0,0,6,8,0,0
3,0,0,0,0,2,7,3,41
6,0,1,1,1,30,23,0,0
3,0,0,0,0,2,5,3,43
6,0,0,0,1,186,16,0,0
5,0,5,4,1,2,12,3,36
6,0,2,2,4,8,8,0,0
6,1,1,0,0,9,7,0,0
2,0,1,1,0,3,0,4,50
4,0,0,0,0,0,0,3,34
6,3,25,24,7,247,58,0,0
6,0,0,0,1,186,16,0,0
6,0,0,0,0,8,5,0,0
2,1,4,1,0,194,29,3,62
0,2,2,2,0,16,21,3,42
0,0,1,1,0,11,31,4,58
4,0,0,0,0,0,3,3,38
3,0,0,0,0,2,7,3,41
6,0,0,0,0,2,15,0,0
3,0,0,0,0,2,7,3,41
1,0,1,0,2,272,13,3,51
6,1,2,2,8,241,55,0,0
5,0,2,1,0,1,8,3,66
0,0,0,0,0,5,15,3,58
5,0,5,4,1,2,12,4,50
1,4,10,9,1,39,24,3,53
6,0,39,39,32,353,27,0,0
6,3,3,3,1,52,53,0,0
6,1,1,0,2,284,16,0,0
6,8,10,10,0,15,38,0,0
3,0,0,0,0,2,5,3,43
6,0,0,0,0,0,0,0,0
6,0,0,0,1,186,16,0,0
6,0,0,0,1,185,15,0,0
6,0,0,0,0,0,1,0,0
6,0,0,0,0,0,0,0,0
0,1,0,0,0,5,15,3,56
4,0,0,0,0,0,0,4,41
6,0,0,0,0,30,3,0,0
6,8,6,7,15,371,76,0,0
6,0,0,0,0,11,7,0,0
1,0,8,6,10,272,15,3,56
6,0,0,0,0,4,1,0,0
1,1,14,12,12,468,18,3,55
6,0,1,0,2,52,26,0,0
6,10,21,20,11,126,21,0,0
3,0,0,0,0,2,5,4,42
5,0,2,1,0,1,8,3,61
2,0,0,0,0,5,20,3,60
1,16,19,20,1,317,4,3,58
1,0,8,5,10,272,15,3,0
6,4,8,7,13,42,29,0,0
6,0,7,6,1,6,20,0,0
6,0,0,0,0,10,10,0,0
6,0,2,1,4,0,8,0,0
4,0,0,0,0,0,0,2,39
4,0,0,0,0,1,8,5,39
6,2,7,5,8,277,20,0,0
6,0,0,0,0,0,1,0,0
6,0,0,0,0,0,1,0,0
3,0,0,0,0,2,7,3,39
6,0,3,3,7,82,32,0,0
1,0,0,0,0,5,8,4,52
5,0,2,1,0,1,8,5,0
6,3,4,4,1,5,15,0,0
6,0,0,0,0,242,9,0,0
3,0,0,0,0,2,5,3,41
6,0,0,0,0,31,29,0,0
4,0,0,0,0,0,0,3,37
1,0,0,0,0,7,14,4,52
2,0,0,0,0,2,23,3,57
6,0,2,0,0,21,10,0,0
5,0,7,7,1,11,20,3,67
6,0,0,0,0,9,7,0,0
5,0,5,4,1,2,9,5,49
6,0,0,0,1,186,16,0,0
3,0,0,0,0,2,7,3,41
1,0,1,0,2,272,13,3,53
2,0,0,0,0,1,16,3,58
6,0,1,1,0,0,10,0,0
1,0,8,6,13,497,18,4,54
3,0,0,0,0,2,7,2,41
5,0,2,1,0,1,8,3,40
6,2,8,6,8,286,30,0,0
0,0,1,1,1,0,6,4,58
6,0,1,1,1,0,6,0,0
6,0,0,0,0,7,5,0,0
0,0,0,0,0,8,12,5,56
6,0,0,0,1,186,16,0,0
3,0,0,0,0,2,5,5,41
0,1,0,0,0,5,21,3,56
3,0,0,0,0,2,7,4,41
5,0,2,1,0,1,8,5,40
1,0,1,0,2,272,13,3,52
6,1,11,13,3,52,67,0,0
6,1,2,1,1,11,13,0,0
6,0,0,0,0,0,0,0,0
6,0,0,0,0,0,1,0,0
6,3,4,2,8,285,28,0,0
2,0,0,0,0,2,19,3,59
1,4,4,5,8,464,69,3,53
5,0,2,1,0,1,8,4,61
1,1,1,0,2,282,16,3,46
2,0,1,1,0,3,35,3,54
5,0,5,4,1,2,12,4,39
4,0,0,0,0,1,1,3,55
3,0,0,0,0,2,7,3,41
2,0,0,1,1,11,11,5,61
4,0,0,0,0,0,0,2,57
3,0,0,0,0,2,5,3,41
6,0,0,0,0,30,30,0,0
1,0,1,0,2,272,13,3,52
1,0,9,5,10,314,48,3,49
6,0,0,0,0,5,19,0,0
6,0,0,0,0,0,0,0,0
3,0,0,0,0,2,7,3,40
6,0,1,1,0,4,4,0,0
6,0,0,0,0,0,1,0,0
6,0,1,1,1,2,19,0,0
6,0,0,4,0,5,4,0,0
2,0,0,0,0,2,17,3,60
6,8,8,9,15,342,74,0,0
6,0,0,0,0,0,0,0,0
0,0,1,1,0,0,2,5,56
6,1,2,1,1,5,10,0,0
6,0,1,1,1,30,23,0,0
6,27,2,1,3,281,14,0,0
5,0,5,4,1,2,12,3,39
6,0,0,0,0,4,1,0,0
3,0,0,0,0,2,7,4,42
2,0,0,0,0,0,20,4,59
1,0,1,0,2,272,13,3,50
2,2,1,1,1,57,27,4,58
6,1,1,0,0,20,9,0,0
6,0,0,0,0,12,4,0,0
1,0,1,0,2,272,13,3,53
6,4,4,4,1,15,11,0,0
6,1,1,1,0,47,25,0,0
6,1,6,5,1,36,57,0,0
0,0,0,0,0,7,19,4,55
6,0,0,0,1,186,16,0,0
6,0,3,3,5,198,35,0,0
6,0,0,0,0,12,8,0,0
5,0,5,4,1,2,12,3,64
6,0,0,0,1,186,16,0,0
3,0,0,0,0,2,5,4,42
2,0,1,0,1,2,22,3,61
1,0,1,0,2,272,13,3,51
6,2,8,6,13,283,16,0,0
6,0,0,0,0,2,1,0,0
5,0,5,4,1,2,12,3,60
6,0,1,1,0,0,2,0,0
5,0,5,4,1,2,12,3,49
6,0,0,0,0,3,0,0,0
6,0,4,4,0,1,1,0,0
6,0,0,0,0,4,1,0,0
3,0,0,0,0,2,7,3,39
3,0,0,0,0,2,7,3,42
6,0,0,0,0,4,6,0,0
5,0,2,1,0,1,8,3,46
3,0,0,0,0,2,5,4,40
6,0,0,0,0,0,1,0,0
6,0,0,0,1,186,16,0,0
6,0,0,0,1,19,6,0,0
6,0,0,5,33,15,13,0,0
6,0,0,0,0,0,1,0,0
6,0,0,0,0,0,0,0,0
6,0,0,0,1,186,16,0,0
6,8,7,8,15,342,74,0,0
6,4,4,5,15,268,72,0,0
1,0,1,0,2,272,13,3,53
1,0,1,0,2,272,13,3,51
1,0,1,0,2,272,13,3,51
0,0,0,0,0,0,4,0,61
6,6,1,0,2,37,46,0,0
6,29,6,3,9,284,29,0,0
5,0,5,4,1,2,12,6,39
6,0,3,2,1,3,4,0,0
6,0,0,0,0,235,32,0,0
6,0,1,2,3,90,34,0,0
3,0,0,0,0,2,7,3,43
6,6,1,0,3,37,46,0,0
6,0,0,0,1,774,39,0,0
0,0,1,1,0,5,16,3,54
6,0,1,0,2,272,13,0,0
2,1,11,6,8,313,39,3,56
3,0,0,0,0,2,7,3,40
6,0,2,1,0,5,5,0,0
6,2,5,2,8,286,18,0,0
5,0,2,1,0,1,8,3,64
6,0,0,0,0,0,1,0,0
6,2,43,36,3,14,8,0,0
6,1,0,0,0,51,3,0,0
4,0,0,0,1,54,14,3,33
6,0,0,0,0,6,2,0,0
0,2,2,2,0,16,17,3,59
4,0,0,0,0,1,0,3,54
6,0,0,0,0,0,0,0,0
6,0,0,0,1,186,16,0,0
2,2,1,1,1,60,25,3,60
3,0,0,0,0,2,5,3,41
6,0,0,0,1,185,15,0,0
3,0,0,0,0,2,7,3,41
1,2,2,1,0,10,6,3,52
3,0,0,0,0,2,5,3,42
6,5,10,8,7,51,31,0,0
6,0,1,1,1,20,15,0,0
6,0,0,0,0,8,5,0,0
6,73,72,72,6,339,53,0,0
2,0,0,0,1,1,21,4,58
6,0,25,15,5,12,28,0,0
2,0,1,1,0,4,23,4,60
6,0,11,9,8,275,28,0,0
6,4,38,4,3,325,19,0,0
1,0,1,0,2,272,13,3,52
6,0,0,0,0,0,1,0,0
6,2,7,5,8,284,25,0,0
5,0,2,1,0,1,8,3,40
3,0,0,0,0,2,7,3,42
1,0,1,0,2,272,13,3,48
2,0,0,0,0,5,20,3,56
5,0,2,1,0,1,8,4,49
5,0,7,7,1,11,20,4,37
6,0,66,66,5,21,28,0,0
6,0,0,0,0,6,18,0,0
3,0,0,0,0,2,7,3,40
0,0,1,1,0,5,20,3,57
6,0,2,0,2,87,28,0,0
6,7,212,208,31,7,6,0,0
6,0,0,0,1,186,16,0,0
6,0,0,0,1,186,16,0,0
3,0,0,0,0,2,7,3,37
6,0,70,69,16,547,28,0,0
4,0,0,0,6,117,32,4,38
5,0,5,4,1,2,12,4,62
0,0,0,0,0,5,15,4,58
6,0,0,0,0,10,7,0,0
3,0,0,0,0,2,5,3,43
5,0,5,4,1,2,9,3,60
6,0,2,1,1,40,21,0,0
1,0,1,0,2,272,13,3,55
6,153,221,221,37,66,21,0,0
6,0,0,0,0,0,0,0,0
4,0,0,0,0,0,1,0,34
0,0,0,0,0,19,25,0,52
6,0,0,0,0,2,0,0,0
5,0,5,4,1,2,9,3,35
6,0,0,0,0,0,0,0,0
1,0,1,0,2,272,13,3,52
6,0,1,1,7,92,41,0,0
6,0,0,0,0,0,1,0,0
3,0,0,0,0,2,7,3,43
5,0,5,4,1,2,12,4,64
6,0,0,0,0,29,16,0,0
6,0,0,0,0,12,6,0,0
6,0,0,0,0,5,5,0,0
6,0,0,0,1,186,16,0,0
0,0,1,1,0,0,2,3,56
0,0,0,0,0,0,1,3,59
2,0,1,0,0,2,21,3,56
4,0,0,0,0,0,7,3,34
6,0,0,0,1,186,16,0,0
6,1,0,0,0,8,7,0,0
2,0,0,0,0,1,18,3,60
6,0,0,0,0,5,4,0,0
6,0,1,0,1,6,15,0,0
3,0,0,0,0,2,7,4,42
4,0,0,0,0,0,0,3,39
6,0,0,0,0,0,0,0,0
2,0,0,0,0,8,18,3,62
6,0,0,0,0,6,9,0,0
6,0,0,0,1,186,16,0,0
6,0,2,0,2,87,28,0,0
4,1,1,1,0,15,16,4,40
3,0,0,0,0,2,7,3,41
6,0,0,0,1,186,16,0,0
6,0,0,0,0,10,7,0,0
6,0,0,0,0,18,19,0,0
3,0,0,0,0,2,7,4,41
1,0,8,7,0,4,2,3,0
3,0,0,0,0,2,5,3,42
4,0,0,0,0,0,0,3,34
4,2,0,0,0,197,1,3,38
6,0,4,4,7,61,24,0,0
6,0,0,0,0,20,12,0,0
6,3,50,49,7,44,22,0,0
6,1,2,1,2,284,17,0,0
5,0,2,1,0,1,8,5,40
6,0,0,0,6,15,10,0,0
6,1,60,57,7,56,22,0,0
2,0,0,0,0,7,22,3,59
2,0,1,1,0,11,24,3,55
5,0,7,7,1,11,20,3,49
6,4,4,2,8,281,16,0,0
4,0,0,0,0,0,0,1,40
6,0,0,0,1,186,16,0,0
0,0,0,0,0,9,25,3,56
3,0,0,0,0,2,7,3,41
6,1,11,13,3,52,67,0,0
6,0,0,0,0,0,2,0,0
6,0,0,4,1,0,2,0,0
6,0,105,0,1,14,8,0,0
6,0,0,0,1,186,16,0,0
6,0,1,1,3,42,26,0,0
6,0,10,12,5,175,18,0,0
5,0,2,1,0,1,8,3,62
6,0,0,0,0,18,14,0,0
2,0,1,1,0,3,0,5,55
6,8,8,9,15,371,76,0,0
6,1,6,5,1,43,57,0,0
6,0,0,0,0,1,3,0,0
1,0,5,5,1,211,49,3,61
5,0,7,7,1,11,20,3,63
6,0,0,0,1,186,16,0,0
6,0,0,0,0,70,8,0,0
0,0,0,0,0,3,3,2,0
4,0,0,0,0,0,2,3,40
3,0,0,0,0,2,7,3,39
6,0,0,0,0,31,29,0,0
3,0,0,0,0,2,7,3,40
5,0,2,1,0,1,8,3,65
1,0,1,0,2,272,13,3,51
3,0,0,0,0,2,7,3,42
1,0,1,0,2,272,13,3,55
6,0,0,0,0,26,48,0,0
0,0,0,0,0,3,10,3,57
2,0,0,0,0,12,19,3,59
6,0,2,1,0,4,7,0,0
4,0,0,0,0,6,4,3,38
1,0,15,13,12,468,18,3,56
4,0,0,0,6,120,33,4,41
2,0,0,0,0,3,19,4,59
2,0,0,0,0,0,7,3,58
6,1,1,0,6,11,9,0,0
6,0,0,0,0,3,5,0,0
1,0,1,0,2,272,13,3,54
6,0,1,1,7,59,31,0,0
1,0,15,13,12,468,18,4,0
6,0,0,0,0,0,0,0,0
6,0,0,0,0,11,11,0,0
6,1,1,0,0,9,7,0,0
4,0,0,0,0,7,2,2,41
6,0,0,0,1,186,16,0,0
6,0,0,0,0,17,7,0,0
1,24,9,10,1,565,8,3,60
6,0,1,0,0,13,13,0,0
2,0,0,0,0,36,19,3,57
6,0,0,0,0,1,3,0,0
6,1,5,4,7,12,14,0,0
6,8,10,10,0,14,38,0,0
3,0,0,0,0,2,7,4,41
6,0,8,12,5,197,36,0,0
6,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0
3,0,0,0,0,2,7,3,42
6,0,0,0,0,6,15,0,0
6,2,11,10,5,124,28,0,0
5,0,5,4,1,2,12,3,49
5,0,5,4,1,2,12,4,50
0,0,0,0,0,5,18,3,57
6,0,1,1,7,67,32,0,0
4,0,0,0,0,21,12,4,40
0,1,0,0,0,5,19,3,51
1,0,1,0,2,272,13,4,57
6,0,0,0,0,8,13,0,0
3,0,0,0,0,2,7,3,42
6,0,0,0,0,0,0,0,0
6,6,1,0,3,129,54,0,0
6,0,0,0,1,186,16,0,0
3,0,0,0,0,2,7,4,54
6,0,0,0,1,187,16,0,0
6,0,0,0,1,186,16,0,0
5,0,5,4,1,2,12,3,49
6,1,1,0,1,14,9,0,0
3,0,0,0,0,2,7,3,39
4,0,0,0,1,71,22,3,38
2,0,0,0,0,2,11,2,55
1,30,7,8,1,559,8,4,57
6,0,0,0,0,1,0,0,0
5,0,5,4,1,2,12,5,67
0,0,1,1,0,0,2,3,52
6,0,0,0,1,186,16,0,0
4,0,0,0,0,0,0,2,33
1,26,8,9,1,567,6,3,62
6,0,1,1,0,0,1,0,0
6,0,0,0,0,1,1,0,0
6,0,1,1,1,12,21,0,0
6,0,1,1,0,358,39,0,0
6,0,0,0,0,0,4,0,0
4,0,0,0,0,0,0,4,40
3,0,0,0,0,2,7,3,40
6,0,0,0,1,187,16,0,0
6,1,21,20,4,301,30,0,0
5,0,5,4,1,2,12,4,59
6,0,0,0,1,186,16,0,0
1,0,8,6,14,662,18,3,55
5,0,5,4,1,2,11,5,59
1,0,1,0,2,272,13,3,52
6,0,0,0,0,9,3,0,0
6,3,5,5,0,2,17,0,0
6,0,0,0,0,0,0,0,0
4,0,1,0,3,54,21,3,47
6,0,0,0,0,0,2,0,0
6,1,18,18,4,31,31,0,0
3,0,0,0,0,2,5,4,41
0,1,0,0,0,5,18,3,54
5,0,2,1,0,1,8,3,0
0,0,0,0,0,5,19,3,58
3,0,0,0,0,2,5,5,41
1,0,1,0,2,272,13,5,52
6,0,6,4,8,277,18,0,0
3,0,0,0,0,2,7,2,40
6,0,0,0,0,0,1,0,0
6,0,0,0,0,0,3,0,0
6,0,0,0,0,15,9,0,0
5,0,5,4,1,2,8,6,50
3,0,0,0,0,2,7,3,53
6,1,1,0,0,61,44,0,0
3,0,0,0,0,2,7,3,42
6,0,0,0,0,0,0,0,0
5,0,2,1,0,1,8,3,48
6,0,0,0,0,1,0,0,0
1,0,1,0,2,272,13,3,54
6,6,5,4,4,54,38,0,0
6,0,0,0,0,4,1,0,0
0,0,0,0,0,5,15,4,61
6,3,3,1,8,284,28,0,0
6,0,25,26,15,28,57,0,0
1,0,15,13,12,468,18,5,56
6,1,1,1,0,1,0,0,0
6,0,0,0,0,0,5,0,0
6,0,0,0,0,10,6,0,0
6,18,0,0,0,10,6,0,0
6,0,0,0,0,5,5,0,0
5,0,5,4,1,2,12,3,50
6,1,2,2,8,241,55,0,0
6,0,235,235,27,5,10,0,0
6,0,43,45,28,228,67,0,0
4,0,0,0,0,0,0,2,40
2,0,0,0,0,0,17,3,61
6,0,5,4,1,5,4,0,0
6,1,1,1,0,3,3,0,0
6,0,0,0,0,1,3,0,0
6,6,17,16,16,16,12,0,0
6,1,2,1,1,10,12,0,0
6,0,0,0,1,22,38,0,0
6,0,2,1,2,19,16,0,0
1,1,0,0,0,3,9,3,59
6,0,0,0,0,0,0,0,0
3,0,0,0,0,2,7,3,44
2,0,0,1,1,11,11,3,0
3,0,0,0,0,2,7,2,40
6,0,0,0,0,8,6,0,0
6,3,4,4,1,5,15,0,0
6,0,0,0,0,0,0,0,0
6,0,0,0,1,186,16,0,0
6,0,0,0,5,41,33,0,0
1,0,1,0,2,272,13,3,53
6,0,3,3,3,34,19,0,0
6,5,2,2,1,324,51,0,0
0,0,1,1,0,11,31,3,56
6,0,0,0,1,186,16,0,0
6,0,224,223,38,3,2,0,0
4,0,0,0,0,43,11,4,37
6,0,0,0,1,36,17,0,0
6,0,2,2,3,43,18,0,0
6,1,59,56,7,56,18,0,0
1,0,1,0,2,272,13,3,0
3,0,0,0,0,2,5,3,48
5,0,5,4,1,2,12,5,48
6,0,0,0,0,9,5,0,0
6,0,2,2,4,8,8,0,0
0,0,0,0,0,8,18,3,57
6,0,16,3,0,9,28,0,0
6,0,0,0,0,3,7,0,0
6,0,0,0,0,0,0,0,0
6,0,0,0,1,186,16,0,0
4,0,0,0,1,1,1,3,40
6,0,0,0,0,0,0,0,0
0,1,0,0,0,5,15,3,0
3,0,0,0,0,2,7,4,41
1,0,15,13,12,468,18,3,0
4,1,1,0,0,26,21,3,40
2,0,0,0,0,0,17,3,61
6,5,4,4,4,45,26,0,0
6,0,2,2,7,70,21,0,0
6,0,0,0,0,12,16,0,0
6,35,4,1,9,287,19,0,0
6,1,6,5,1,36,57,0,0
6,0,36,36,10,5,6,0,0
6,0,0,0,1,186,16,0,0
6,0,0,0,0,1,3,0,0
0,0,0,0,0,6,14,5,58
4,0,0,0,0,0,1,4,34
6,0,0,0,1,186,16,0,0
6,4,5,3,2,2,8,0,0
6,0,5,1,0,0,1,0,0
0,0,1,1,0,0,2,4,56
3,0,0,0,0,2,7,3,54
2,0,0,0,0,1,19,3,60
3,0,0,0,0,2,5,3,42
6,6,58,60,8,78,51,0,0
4,0,0,0,0,4,6,3,39
6,8,10,10,0,15,38,0,0
5,0,8,8,1,11,20,3,40
6,0,0,0,0,0,0,0,0
6,2,2,1,0,137,59,0,0
6,0,0,0,0,0,1,0,0
1,0,1,0,2,272,13,4,54
5,0,5,4,1,2,12,3,43
6,0,0,0,0,0,0,0,0
5,0,5,4,1,2,12,3,40
2,0,0,0,0,1,1,3,51
6,0,0,1,1,33,3,0,0
6,0,9,5,1,0,19,0,0
2,0,0,0,0,4,18,4,58
3,0,0,0,0,2,7,3,41
4,0,0,0,0,5,8,4,33
6,0,0,0,1,186,16,0,0
3,0,0,0,0,2,7,3,40
3,0,0,0,0,2,7,3,53
5,0,2,1,0,1,8,3,62
3,0,0,0,0,2,7,3,40
3,0,0,0,0,2,5,3,42
6,0,4,3,1,7,6,0,0
6,0,4,4,7,3,2,0,0
4,0,0,0,0,0,0,2,39
2,0,0,1,0,14,29,3,56
3,0,0,0,0,2,7,3,41
6,0,0,0,0,20,20,0,0
3,0,0,0,0,2,7,3,43
6,27,2,1,3,281,18,0,0
6,0,0,0,0,28,25,0,0
1,1,14,12,12,468,18,4,58
2,0,0,0,0,1,20,3,62
6,0,1,1,1,47,15,0,0
6,28,2,0,3,288,29,0,0
4,0,0,0,0,2,8,3,49
3,0,0,0,0,2,5,3,42
6,0,0,0,0,4,1,0,0
3,0,0,0,0,2,7,3,40
6,33,2,0,3,287,19,0,0
1,0,7,4,14,303,15,3,53
1,0,11,9,13,410,46,5,56
5,0,5,4,1,2,12,3,0
2,0,0,0,0,0,7,3,58
6,15,45,46,22,579,47,0,0
5,0,5,4,1,2,12,3,61
6,0,1,1,0,0,0,0,0
1,0,1,0,2,272,13,3,52
5,0,2,1,0,1,8,3,46
1,5,13,11,18,857,72,6,51
4,0,0,0,0,0,0,3,33
6,0,0,0,0,85,49,0,0
6,0,2,2,7,58,21,0,0
6,0,13,0,1,5,2,0,0
2,0,0,0,0,1,19,3,58
4,0,0,0,0,0,1,3,40
5,0,5,4,1,2,12,3,66
6,1,1,0,0,13,8,0,0
3,0,0,0,0,2,5,4,40
2,0,0,0,0,5,17,4,61
5,0,2,1,0,1,8,4,62
3,0,0,0,0,2,7,3,41
3,0,0,0,0,2,7,5,55
5,0,2,1,0,1,8,3,42
3,0,0,0,0,2,7,5,41
6,0,18,18,0,0,4,0,0
6,2,11,9,8,285,23,0,0
5,0,5,4,1,2,12,4,38
6,0,0,0,0,0,0,0,0
6,0,0,0,1,186,16,0,0
4,0,0,0,0,0,0,3,36
1,0,1,0,2,272,13,3,52
4,0,0,0,0,5,6,3,39
3,0,0,0,0,2,7,3,41
5,0,5,4,1,2,9,6,40
6,0,1,0,0,9,4,0,0
3,0,0,0,0,2,7,4,41
3,0,0,0,0,2,5,3,54
3,0,0,0,0,2,7,3,41
3,0,0,0,0,2,7,3,41
6,0,0,0,0,2,1,0,0
